StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,1_traits_1,1_traits_2,1_traits_3,1_traits_4,1_traits_5,1_age _1,2_traits_1,2_traits_2,2_traits_3,2_traits_4,2_traits_5,2_age _1,3_traits_1,3_traits_2,3_traits_3,3_traits_4,3_traits_5,3_age _1,4_traits_1,4_traits_2,4_traits_3,4_traits_4,4_traits_5,4_age _1,5_traits_1,5_traits_2,5_traits_3,5_traits_4,5_traits_5,5_age _1,6_traits_1,6_traits_2,6_traits_3,6_traits_4,6_traits_5,6_age _1,7_traits_1,7_traits_2,7_traits_3,7_traits_4,7_traits_5,7_age _1,8_traits_1,8_traits_2,8_traits_3,8_traits_4,8_traits_5,8_age _1,9_traits_1,9_traits_2,9_traits_3,9_traits_4,9_traits_5,9_age _1,10_traits_1,10_traits_2,10_traits_3,10_traits_4,10_traits_5,10_age _1,11_traits_1,11_traits_2,11_traits_3,11_traits_4,11_traits_5,11_age _1,12_traits_1,12_traits_2,12_traits_3,12_traits_4,12_traits_5,12_age _1,13_traits_1,13_traits_2,13_traits_3,13_traits_4,13_traits_5,13_age _1,14_traits_1,14_traits_2,14_traits_3,14_traits_4,14_traits_5,14_age _1,15_traits_1,15_traits_2,15_traits_3,15_traits_4,15_traits_5,15_age _1,16_traits_1,16_traits_2,16_traits_3,16_traits_4,16_traits_5,16_age _1,17_traits_1,17_traits_2,17_traits_3,17_traits_4,17_traits_5,17_age _1,18_traits_1,18_traits_2,18_traits_3,18_traits_4,18_traits_5,18_age _1,19_traits_1,19_traits_2,19_traits_3,19_traits_4,19_traits_5,19_age _1,20_traits_1,20_traits_2,20_traits_3,20_traits_4,20_traits_5,20_age _1,1_traits_1,1_traits_2,1_traits_3,1_traits_4,1_traits_5,1_age_1,2_traits_1,2_traits_2,2_traits_3,2_traits_4,2_traits_5,2_age_1,3_traits_1,3_traits_2,3_traits_3,3_traits_4,3_traits_5,3_age_1,4_traits_1,4_traits_2,4_traits_3,4_traits_4,4_traits_5,4_age_1,5_traits_1,5_traits_2,5_traits_3,5_traits_4,5_traits_5,5_age_1,6_traits_1,6_traits_2,6_traits_3,6_traits_4,6_traits_5,6_age_1,7_traits_1,7_traits_2,7_traits_3,7_traits_4,7_traits_5,7_age_1,8_traits_1,8_traits_2,8_traits_3,8_traits_4,8_traits_5,8_age_1,9_traits_1,9_traits_2,9_traits_3,9_traits_4,9_traits_5,9_age_1,10_traits_1,10_traits_2,10_traits_3,10_traits_4,10_traits_5,10_age_1,11_traits_1,11_traits_2,11_traits_3,11_traits_4,11_traits_5,11_age_1,12_traits_1,12_traits_2,12_traits_3,12_traits_4,12_traits_5,12_age_1,13_traits_1,13_traits_2,13_traits_3,13_traits_4,13_traits_5,13_age_1,14_traits_1,14_traits_2,14_traits_3,14_traits_4,14_traits_5,14_age_1,15_traits_1,15_traits_2,15_traits_3,15_traits_4,15_traits_5,15_age_1,16_traits_1,16_traits_2,16_traits_3,16_traits_4,16_traits_5,16_age_1,17_traits_1,17_traits_2,17_traits_3,17_traits_4,17_traits_5,17_age_1,18_traits_1,18_traits_2,18_traits_3,18_traits_4,18_traits_5,18_age_1,19_traits_1,19_traits_2,19_traits_3,19_traits_4,19_traits_5,19_age_1,20_traits_1,20_traits_2,20_traits_3,20_traits_4,20_traits_5,20_age_1,1_traits_1,1_traits_2,1_traits_3,1_traits_4,1_traits_5,1_traits_DO,1_age_1,2_traits_1,2_traits_2,2_traits_3,2_traits_4,2_traits_5,2_traits_DO,2_age_1,3_traits_1,3_traits_2,3_traits_3,3_traits_4,3_traits_5,3_traits_DO,3_age_1,4_traits_1,4_traits_2,4_traits_3,4_traits_4,4_traits_5,4_traits_DO,4_age_1,5_traits_1,5_traits_2,5_traits_3,5_traits_4,5_traits_5,5_traits_DO,5_age_1,6_traits_1,6_traits_2,6_traits_3,6_traits_4,6_traits_5,6_traits_DO,6_age_1,7_traits_1,7_traits_2,7_traits_3,7_traits_4,7_traits_5,7_traits_DO,7_age_1,8_traits_1,8_traits_2,8_traits_3,8_traits_4,8_traits_5,8_traits_DO,8_age_1,9_traits_1,9_traits_2,9_traits_3,9_traits_4,9_traits_5,9_traits_DO,9_age_1,10_traits_1,10_traits_2,10_traits_3,10_traits_4,10_traits_5,10_traits_DO,10_age_1,11_traits_1,11_traits_2,11_traits_3,11_traits_4,11_traits_5,11_traits_DO,11_age_1,12_traits_1,12_traits_2,12_traits_3,12_traits_4,12_traits_5,12_traits_DO,12_age_1,13_traits_1,13_traits_2,13_traits_3,13_traits_4,13_traits_5,13_traits_DO,13_age_1,14_traits_1,14_traits_2,14_traits_3,14_traits_4,14_traits_5,14_traits_DO,14_age_1,15_traits_1,15_traits_2,15_traits_3,15_traits_4,15_traits_5,15_traits_DO,15_age_1,16_traits_1,16_traits_2,16_traits_3,16_traits_4,16_traits_5,16_traits_DO,16_age_1,17_traits_1,17_traits_2,17_traits_3,17_traits_4,17_traits_5,17_traits_DO,17_age_1,18_traits_1,18_traits_2,18_traits_3,18_traits_4,18_traits_5,18_traits_DO,18_age_1,19_traits_1,19_traits_2,19_traits_3,19_traits_4,19_traits_5,19_traits_DO,19_age_1,20_traits_1,20_traits_2,20_traits_3,20_traits_4,20_traits_5,20_traits_DO,20_age_1,partAge,sex,sex_4_TEXT,race,race_6_TEXT,FL_8_DO,faces1_DO,faces2_DO,faces3_DO
4/10/22 14:13,4/10/22 14:25,0,98.15.78.253,100,712,1,4/10/22 14:25,R_0BayeNcBiHv4LXb,,,,,40.7828064,-73.97450256,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,3,7,7,5|4|3|2|1,57,6,1,1,5,6,5|2|4|3|1,64,6,1,1,7,7,5|2|1|3|4,48,6,1,3,6,6,1|4|2|5|3,43,3,1,4,3,6,5|4|1|2|3,52,2,1,6,6,6,5|2|4|1|3,45,1,1,5,6,6,4|3|1|2|5,55,4,1,2,4,7,5|4|1|3|2,51,1,1,7,1,4,2|5|1|3|4,55,3,1,6,3,5,1|2|4|5|3,56,7,7,2,7,7,2|1|4|3|5,22,4,2,1,7,7,2|3|4|1|5,23,6,7,3,7,7,4|3|1|2|5,25,5,1,1,7,7,3|1|2|5|4,26,6,3,3,5,7,4|3|5|2|1,32,6,1,1,6,7,2|4|3|5|1,28,5,1,2,5,6,2|4|1|5|3,26,5,1,1,6,7,3|1|5|4|2,34,1,1,1,3,6,5|2|4|1|3,30,1,1,6,2,4,4|2|3|5|1,24,19,1,,3,,faces3,,,face |traits|age
4/4/22 15:25,4/4/22 15:25,0,207.237.44.155,47,4,0,4/11/22 16:10,R_3O1ZwROUEI9zk1B,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faces3,,,face |traits|age
4/12/22 14:36,4/12/22 14:47,0,69.122.93.180,100,641,1,4/12/22 14:47,R_1QllCwiax95q92J,,,,,40.87030029,-73.85250092,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,5,2,5,52,4,3,6,2,3,58,2,2,3,5,4,64,5,4,5,7,4,49,2,2,6,5,4,56,4,2,3,2,3,64,1,1,3,2,4,49,3,3,5,4,2,54,3,2,3,1,4,61,5,3,4,7,5,56,5,3,3,6,4,32,5,3,2,5,2,32,4,5,2,6,7,28,4,5,1,3,3,26,4,2,1,4,3,23,5,4,3,5,5,23,1,4,3,2,5,29,4,2,5,2,6,28,4,3,4,2,4,39,2,1,5,4,4,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2,,2,,faces2,,face|traits|age,
4/12/22 16:37,4/12/22 16:40,0,67.245.8.173,100,205,1,4/12/22 16:40,R_RWS5ZA7S19aQUDf,,,,,40.62080383,-74.04260254,anonymous,EN,1,1,1,1,1,1,83,3,1,3,3,3,49,2,1,2,2,2,58,4,1,4,4,4,39,7,1,1,7,4,69,1,1,1,1,1,56,2,1,2,2,2,54,1,1,1,1,1,49,7,7,7,7,7,55,3,3,3,3,3,47,1,1,1,1,1,22,3,4,3,3,3,24,2,2,2,2,2,29,7,7,5,7,7,23,1,1,1,1,1,22,2,2,2,2,2,44,1,1,1,1,1,48,1,1,1,1,1,36,1,1,1,1,1,22,4,4,4,4,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,,5,,faces1,face |traits|age ,,
4/13/22 8:43,4/13/22 8:56,0,150.210.231.27,100,782,1,4/13/22 8:56,R_24wJX2hAMjRT0Ih,,,,,40.6764,-73.8753,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,6,5,52,5,2,5,4,5,44,4,3,3,4,5,56,4,4,3,5,5,53,6,3,4,6,5,49,3,2,4,3,4,63,3,2,5,3,5,52,4,2,2,3,5,46,3,3,4,3,5,44,4,3,4,3,5,47,5,5,4,5,6,37,5,5,4,6,5,34,6,5,4,6,5,31,4,5,4,6,5,25,6,6,4,5,5,19,3,4,4,3,5,24,4,3,4,4,5,33,3,2,3,3,4,36,3,4,3,4,5,38,5,4,3,5,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,,2,,faces2,,face|traits|age,
4/13/22 8:57,4/13/22 9:05,0,150.210.231.27,100,488,1,4/13/22 9:05,R_2bW2C4PesNmxZRF,,,,,40.6764,-73.8753,anonymous,EN,1,3,2,4,5,5,61,3,5,3,6,5,48,5,4,4,2,4,48,5,4,4,3,5,54,6,5,4,6,6,55,4,6,3,5,4,56,4,3,4,5,4,61,5,3,5,6,5,56,3,5,3,5,5,50,4,5,6,5,3,56,5,6,4,6,5,25,6,7,5,5,3,35,5,6,4,4,6,28,5,7,3,6,6,18,6,3,5,6,5,27,6,3,4,5,5,24,5,3,4,5,6,34,3,3,4,4,6,24,5,4,5,6,4,20,6,4,3,6,6,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,,3,,faces1,face |age |traits,,
4/13/22 21:21,4/13/22 21:33,0,108.46.181.167,100,702,1,4/13/22 21:33,R_PIf7Uy5qLYDo4al,,,,,40.7852,-73.8098,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,4,5,2|5|4|1|3,66,6,5,7,6,6,3|1|2|4|5,60,4,4,4,6,4,5|2|4|3|1,46,7,7,7,7,7,4|5|3|2|1,48,7,6,5,6,5,3|5|1|2|4,52,5,3,5,3,5,3|1|4|2|5,56,2,5,7,2,7,1|2|5|4|3,70,4,4,5,5,6,5|4|3|1|2,70,1,5,7,5,7,1|2|3|4|5,62,3,3,5,4,6,1|5|2|4|3,80,6,7,4,7,6,2|5|3|1|4,18,5,4,4,7,4,1|5|4|3|2,24,6,6,5,6,7,1|4|5|2|3,22,6,6,6,6,6,3|1|2|4|5,24,7,7,5,7,7,4|5|1|2|3,27,3,3,3,3,3,5|4|3|1|2,27,5,6,5,6,5,5|4|1|2|3,21,6,6,4,6,6,1|5|4|3|2,24,2,2,3,2,6,3|5|2|1|4,24,6,5,6,5,6,1|4|3|5|2,26,20,2,,1,,faces3,,,face |age|traits
4/13/22 22:30,4/13/22 22:37,0,108.46.181.167,100,385,1,4/13/22 22:37,R_1roEDVr1XSGfEdf,,,,,40.7852,-73.8098,anonymous,EN,1,6,5,4,5,6,61,5,5,4,5,5,56,5,3,3,5,5,69,5,6,6,6,6,54,4,4,4,4,4,48,5,5,5,5,5,61,5,5,5,5,5,71,5,5,5,4,5,65,5,5,5,6,7,76,5,5,5,7,7,63,5,2,5,5,5,32,3,4,4,4,4,43,5,5,5,5,5,21,7,7,7,7,7,23,6,7,6,6,6,19,5,5,6,5,5,26,4,4,5,5,5,58,6,5,4,6,6,30,6,6,6,7,7,19,7,7,7,7,7,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,,faces1,face |age |traits,,
4/14/22 13:22,4/14/22 13:30,0,173.52.200.157,100,445,1,4/14/22 13:30,R_1dLzjTDxIVCn0On,,,,,40.6631,-73.7601,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,4,5,5,56,5,4,4,5,5,46,6,5,5,6,6,55,6,5,5,5,5,50,5,5,5,5,5,51,4,4,5,4,6,63,5,6,4,5,5,56,5,3,3,5,5,74,4,5,6,3,7,55,4,4,4,5,6,65,5,6,5,4,5,35,6,6,5,6,6,35,5,5,5,5,5,36,6,6,5,5,5,33,5,7,5,4,5,26,6,4,4,6,6,20,5,4,4,5,6,45,5,5,5,5,5,41,5,4,5,5,5,38,5,4,6,5,5,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2,,1,,faces2,,face|traits|age,
4/16/22 12:46,4/16/22 12:56,0,184.152.35.114,100,595,1,4/16/22 12:56,R_2y9sfU9QZ6CGWCs,,,,,40.6208,-74.0426,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,5,5|1|2|3|4,59,3,4,3,5,5,3|2|5|4|1,69,5,3,6,2,2,3|4|2|5|1,62,2,5,1,3,4,3|1|4|5|2,56,2,2,7,2,7,1|2|4|5|3,57,2,1,5,3,6,5|2|1|3|4,67,4,1,5,3,7,3|5|1|4|2,64,2,1,2,1,7,4|3|2|1|5,76,1,3,7,1,1,1|5|4|2|3,61,3,2,2,5,6,3|5|4|1|2,72,1,3,1,4,6,4|1|5|2|3,23,3,3,2,5,6,2|3|4|1|5,23,2,2,5,1,2,4|3|5|2|1,27,1,3,1,4,4,1|2|5|4|3,24,1,3,1,5,5,3|5|2|4|1,30,6,4,1,6,5,5|1|2|3|4,28,2,2,2,3,7,3|4|1|2|5,19,1,2,6,4,3,1|5|2|3|4,25,3,3,2,5,3,2|4|3|5|1,25,1,5,6,4,2,1|2|3|4|5,23,21,2,,5,,faces3,,,face |traits|age
4/18/22 16:29,4/18/22 16:33,0,74.101.173.102,100,231,1,4/18/22 16:33,R_3EARuIIapMMi52s,,,,,40.6537,-73.7151,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,4,2|1|4|5|3,72,3,2,3,4,2,5|1|3|2|4,66,4,5,5,5,6,1|3|4|5|2,55,3,2,3,4,5,5|1|4|2|3,55,2,3,5,3,2,4|2|1|5|3,60,2,3,2,2,2,1|2|5|3|4,54,4,2,4,3,3,3|5|1|2|4,70,3,2,5,3,3,3|2|4|5|1,77,3,2,3,4,2,4|1|5|3|2,58,3,5,4,5,4,2|1|3|4|5,71,3,5,2,3,3,3|4|2|1|5,26,2,5,1,4,4,5|3|4|1|2,21,4,3,2,5,2,2|1|3|5|4,24,4,3,2,3,3,4|3|5|1|2,32,4,4,2,3,2,5|4|2|3|1,32,5,3,2,3,2,3|4|2|5|1,25,2,3,2,5,6,1|4|3|2|5,21,6,2,3,3,4,3|2|5|1|4,31,3,2,3,4,4,2|3|4|1|5,21,5,4,1,2,3,3|5|4|1|2,30,20,1,,5,,faces3,,,face |traits|age
4/18/22 21:21,4/18/22 21:25,0,68.197.96.142,100,255,1,4/18/22 21:25,R_22QiB5YFAHGAQHn,,,,,40.598,-73.9467,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,70,4,4,4,4,4,69,6,6,6,6,6,52,5,2,5,4,4,59,7,7,7,7,7,45,3,3,3,3,3,63,1,1,1,1,1,46,2,2,3,2,2,62,1,1,1,1,1,52,4,2,4,4,4,63,7,7,7,7,7,37,5,5,5,5,5,32,4,4,4,4,4,36,7,7,7,7,7,30,7,7,7,7,7,24,1,1,1,1,1,34,1,1,1,1,1,42,1,1,1,1,1,26,2,2,2,2,2,30,1,1,1,1,2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,,5,,faces2,,face|traits|age,
4/18/22 21:52,4/18/22 21:58,0,74.71.208.187,100,357,1,4/18/22 21:58,R_RbpVdd9MJzlwJYl,,,,,40.6375,-74.0216,anonymous,EN,1,4,3,3,4,4,82,5,4,4,4,4,48,6,6,4,4,3,69,5,5,5,5,5,68,3,3,3,3,3,65,6,6,6,6,6,72,5,5,5,5,5,68,5,4,4,4,6,65,5,4,5,5,6,81,6,6,6,6,6,64,6,6,6,6,6,22,5,5,5,5,5,32,4,3,4,4,4,57,7,7,7,7,7,21,5,5,5,5,5,28,4,4,4,4,4,38,5,5,5,5,5,33,3,2,3,3,3,28,6,6,6,6,6,22,6,6,6,6,6,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2,,1,,faces1,face |age |traits,,
4/18/22 22:34,4/18/22 22:56,0,68.174.184.236,100,1286,1,4/18/22 22:56,R_3Xk7v7Oc7dQ2eZP,,,,,40.7513,-73.883,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,4,45,4,4,5,4,5,52,5,3,4,4,4,56,4,3,5,6,7,40,4,2,4,6,7,53,4,4,4,6,4,68,3,3,4,4,4,41,3,2,3,5,4,59,4,3,4,4,4,43,3,2,3,4,4,48,4,4,4,4,4,26,4,4,4,5,5,41,4,4,5,4,4,28,4,5,4,5,5,27,5,5,5,5,5,22,3,4,3,3,3,46,4,4,5,4,3,40,2,5,4,4,5,25,4,3,4,5,4,38,5,4,4,6,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,,3,,faces2,,face|traits|age,
4/19/22 15:43,4/19/22 15:51,0,72.69.143.88,100,490,1,4/19/22 15:51,R_3FPUFxfNzadqjJ1,,,,,40.7035,-73.9235,anonymous,EN,1,4,1,2,4,4,54,3,2,3,3,4,46,4,2,3,4,4,62,4,2,3,4,4,54,4,2,3,4,4,54,3,1,2,3,4,62,3,1,2,2,4,58,3,1,3,3,4,58,2,1,2,2,4,70,3,1,3,2,4,62,3,3,3,3,4,26,3,3,3,3,4,30,3,4,4,4,4,26,2,3,3,3,4,26,3,3,3,3,4,26,3,2,3,3,3,34,3,2,3,3,3,34,3,2,2,3,4,34,2,2,2,3,3,26,2,2,3,3,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,,1,,faces1,face |age |traits,,
4/19/22 16:36,4/19/22 16:43,0,72.229.209.0,100,438,1,4/19/22 16:43,R_1K9MF9NZ1fOlhkP,,,,,40.6994,-73.8883,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,5,6,2|1|4|5|3,56,5,3,4,5,6,5|1|3|2|4,60,6,1,2,4,5,3|1|5|2|4,60,6,1,4,5,4,3|4|5|2|1,45,5,2,4,6,5,1|5|3|2|4,51,4,1,6,2,5,1|3|5|4|2,57,6,1,4,4,6,1|5|2|3|4,69,6,1,5,6,2,3|2|5|1|4,62,2,1,5,1,3,2|3|1|5|4,55,6,1,4,5,6,4|2|3|1|5,72,4,7,3,5,5,3|2|4|5|1,28,5,5,2,6,4,1|4|3|2|5,26,4,5,2,5,5,1|4|3|5|2,31,5,5,3,6,4,1|5|4|2|3,30,4,6,3,4,5,2|4|5|3|1,28,6,1,3,4,5,1|4|3|2|5,33,4,2,4,3,4,1|2|5|3|4,29,4,3,5,4,5,4|3|2|1|5,35,4,1,5,3,5,1|3|4|2|5,34,5,2,4,5,4,4|1|3|5|2,33,22,1,,3,,faces3,,,face |traits|age
4/19/22 18:06,4/19/22 18:11,0,100.38.120.81,100,321,1,4/19/22 18:11,R_1NEazuocvfopnc5,,,,,40.6764,-73.8753,anonymous,EN,1,1,1,1,2,1,66,1,2,4,2,4,44,2,4,2,4,2,55,2,3,2,2,3,59,2,6,3,3,2,45,1,1,1,5,4,65,5,3,3,3,7,60,1,2,1,2,3,62,3,1,3,2,4,75,2,1,1,1,2,55,2,3,3,2,1,26,1,4,7,3,4,31,2,3,4,5,2,22,1,7,4,1,1,21,2,5,1,3,4,23,2,2,2,3,3,23,5,2,2,3,3,36,2,3,2,3,2,32,1,6,1,1,1,21,5,6,2,5,3,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,,1,,faces1,face |age |traits,,
